"game_id","move_no","move_no_pair","player","notation","move","from_square","to_square","piece","color","fen","is_check","is_check_mate","is_fifty_moves","is_fivefold_repetition","is_game_over","is_insufficient_material","white_count","black_count","white_pawn_count","black_pawn_count","white_queen_count","black_queen_count","white_bishop_count","black_bishop_count","white_knight_count","black_knight_count","white_rook_count","black_rook_count","captured_score_for_white","captured_score_for_black","fen_row1_white_count","fen_row2_white_count","fen_row3_white_count","fen_row4_white_count","fen_row5_white_count","fen_row6_white_count","fen_row7_white_count","fen_row8_white_count","fen_row1_white_value","fen_row2_white_value","fen_row3_white_value","fen_row4_white_value","fen_row5_white_value","fen_row6_white_value","fen_row7_white_value","fen_row8_white_value","fen_row1_black_count","fen_row2_black_count","fen_row3_black_count","fen_row4_black_count","fen_row5_black_count","fen_row6_black_count","fen_row7_black_count","fen_row8_black_count","fen_row1_black_value","fen_row2_black_value","fen_row3_black_value","fen_row4_black_value","fen_row5_black_value","fen_row6_black_value","fen_row7_black_value","fen_row8_black_value","move_sequence"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",11,6,"STL_Grischuk","dxe5","d4e5","d4","e5","P","White","r1bqkb1r/pppp1ppp/2nn4/1B2P3/8/5N2/PPP2PPP/RNBQ1RK1",0,0,0,0,0,0,15,15,7,7,1,1,2,2,2,2,2,2,1,1,6,6,1,0,2,0,0,0,25,6,3,0,4,0,0,0,0,0,0,0,0,2,7,6,0,0,0,0,0,6,7,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",12,6,"STL_Carlsen","Nxb5","d6b5","d6","b5","N","Black","r1bqkb1r/pppp1ppp/2n5/1n2P3/8/5N2/PPP2PPP/RNBQ1RK1",0,0,0,0,0,0,14,15,7,7,1,1,1,2,2,2,2,2,1,4,6,6,1,0,1,0,0,0,25,6,3,0,1,0,0,0,0,0,0,0,1,1,7,6,0,0,0,0,3,3,7,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",13,7,"STL_Grischuk","a4","a2a4","a2","a4","P","White","r1bqkb1r/pppp1ppp/2n5/1n2P3/P7/5N2/1PP2PPP/RNBQ1RK1",0,0,0,0,0,0,14,15,7,7,1,1,1,2,2,2,2,2,1,4,6,5,1,1,1,0,0,0,25,5,3,1,1,0,0,0,0,0,0,0,1,1,7,6,0,0,0,0,3,3,7,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",14,7,"STL_Carlsen","Nbd4","b5d4","b5","d4","N","Black","r1bqkb1r/pppp1ppp/2n5/4P3/P2n4/5N2/1PP2PPP/RNBQ1RK1",0,0,0,0,0,0,14,15,7,7,1,1,1,2,2,2,2,2,1,4,6,5,1,1,1,0,0,0,25,5,3,1,1,0,0,0,0,0,0,1,0,1,7,6,0,0,0,3,0,3,7,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",15,8,"STL_Grischuk","Nxd4","f3d4","f3","d4","N","White","r1bqkb1r/pppp1ppp/2n5/4P3/P2N4/8/1PP2PPP/RNBQ1RK1",0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,6,5,0,2,1,0,0,0,25,5,0,4,1,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0,0,3,7,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",16,8,"STL_Carlsen","d5","d7d5","d7","d5","P","Black","r1bqkb1r/ppp2ppp/2n5/3pP3/P2N4/8/1PP2PPP/RNBQ1RK1",0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,6,5,0,2,1,0,0,0,25,5,0,4,1,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,1,3,6,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",17,9,"STL_Grischuk","exd6","e5d6","e5","d6","P","White","r1bqkb1r/ppp2ppp/2nP4/8/P2N4/8/1PP2PPP/RNBQ1RK1",0,0,0,0,0,0,14,13,7,6,1,1,1,2,2,1,2,2,5,4,6,5,0,2,0,1,0,0,25,5,0,4,0,1,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,3,6,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",18,9,"STL_Carlsen","Nxd4","c6d4","c6","d4","N","Black","r1bqkb1r/ppp2ppp/3P4/8/P2n4/8/1PP2PPP/RNBQ1RK1",0,0,0,0,0,0,13,13,7,6,1,1,1,2,1,1,2,2,5,7,6,5,0,1,0,1,0,0,25,5,0,1,0,1,0,0,0,0,0,1,0,0,6,6,0,0,0,3,0,0,6,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",19,10,"STL_Grischuk","Qxd4","d1d4","d1","d4","Q","White","r1bqkb1r/ppp2ppp/3P4/8/P2Q4/8/1PP2PPP/RNB2RK1",0,0,0,0,0,0,13,12,7,6,1,1,1,2,1,0,2,2,8,7,5,5,0,2,0,1,0,0,16,5,0,10,0,1,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,25,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",20,10,"STL_Carlsen","Qxd6","d8d6","d8","d6","Q","Black","r1b1kb1r/ppp2ppp/3q4/8/P2Q4/8/1PP2PPP/RNB2RK1",0,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",21,11,"STL_Grischuk","Qe4+","d4e4","d4","e4","Q","White","r1b1kb1r/ppp2ppp/3q4/8/P3Q3/8/1PP2PPP/RNB2RK1",1,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6|Qe4+"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",22,11,"STL_Carlsen","Qe6","d6e6","d6","e6","Q","Black","r1b1kb1r/ppp2ppp/4q3/8/P3Q3/8/1PP2PPP/RNB2RK1",0,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6|Qe4+|Qe6"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",23,12,"STL_Grischuk","Qd4","e4d4","e4","d4","Q","White","r1b1kb1r/ppp2ppp/4q3/8/P2Q4/8/1PP2PPP/RNB2RK1",0,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6|Qe4+|Qe6|Qd4"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",24,12,"STL_Carlsen","Qd6","e6d6","e6","d6","Q","Black","r1b1kb1r/ppp2ppp/3q4/8/P2Q4/8/1PP2PPP/RNB2RK1",0,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6|Qe4+|Qe6|Qd4|Qd6"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",25,13,"STL_Grischuk","Qe4+","d4e4","d4","e4","Q","White","r1b1kb1r/ppp2ppp/3q4/8/P3Q3/8/1PP2PPP/RNB2RK1",1,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6|Qe4+|Qe6|Qd4|Qd6|Qe4+"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",26,13,"STL_Carlsen","Qe6","d6e6","d6","e6","Q","Black","r1b1kb1r/ppp2ppp/4q3/8/P3Q3/8/1PP2PPP/RNB2RK1",0,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6|Qe4+|Qe6|Qd4|Qd6|Qe4+|Qe6"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",27,14,"STL_Grischuk","Qd4","e4d4","e4","d4","Q","White","r1b1kb1r/ppp2ppp/4q3/8/P2Q4/8/1PP2PPP/RNB2RK1",0,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6|Qe4+|Qe6|Qd4|Qd6|Qe4+|Qe6|Qd4"
"bd1293d6-81a4-4957-9a7f-1b2ea43d5c53",28,14,"STL_Carlsen","Qd6","e6d6","e6","d6","Q","Black","r1b1kb1r/ppp2ppp/3q4/8/P2Q4/8/1PP2PPP/RNB2RK1",0,0,0,0,0,0,12,12,6,6,1,1,1,2,1,0,2,2,8,8,5,5,0,2,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,9,6,16,"e4|e5|Nf3|Nc6|Bb5|Nf6|O-O|Nxe4|d4|Nd6|dxe5|Nxb5|a4|Nbd4|Nxd4|d5|exd6|Nxd4|Qxd4|Qxd6|Qe4+|Qe6|Qd4|Qd6|Qe4+|Qe6|Qd4|Qd6"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",1,1,"STL_Xiong","b3","b2b3","b2","b3","P","White","rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,8,7,1,0,0,0,0,0,31,7,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,31,"b3"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",2,1,"STL_Carlsen","e5","e7e5","e7","e5","P","Black","rnbqkbnr/pppp1ppp/8/4p3/8/1P6/P1PPPPPP/RNBQKBNR",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,8,7,1,0,0,0,0,0,31,7,1,0,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,0,1,0,7,31,"b3|e5"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",3,2,"STL_Xiong","Bb2","c1b2","c1","b2","B","White","rnbqkbnr/pppp1ppp/8/4p3/8/1P6/PBPPPPPP/RN1QKBNR",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,8,1,0,0,0,0,0,28,10,1,0,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,0,1,0,7,31,"b3|e5|Bb2"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",4,2,"STL_Carlsen","Nc6","b8c6","b8","c6","N","Black","r1bqkbnr/pppp1ppp/2n5/4p3/8/1P6/PBPPPPPP/RN1QKBNR",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,8,1,0,0,0,0,0,28,10,1,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,1,3,7,28,"b3|e5|Bb2|Nc6"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",5,3,"STL_Xiong","e3","e2e3","e2","e3","P","White","r1bqkbnr/pppp1ppp/2n5/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,7,2,0,0,0,0,0,28,9,2,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,1,3,7,28,"b3|e5|Bb2|Nc6|e3"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",6,3,"STL_Carlsen","Nf6","g8f6","g8","f6","N","Black","r1bqkb1r/pppp1ppp/2n2n2/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,7,2,0,0,0,0,0,28,9,2,0,0,0,0,0,0,0,0,0,1,2,7,6,0,0,0,0,1,6,7,25,"b3|e5|Bb2|Nc6|e3|Nf6"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",7,4,"STL_Xiong","Nf3","g1f3","g1","f3","N","White","r1bqkb1r/pppp1ppp/2n2n2/4p3/8/1P2PN2/PBPP1PPP/RN1QKB1R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,7,3,0,0,0,0,0,25,9,5,0,0,0,0,0,0,0,0,0,1,2,7,6,0,0,0,0,1,6,7,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",8,4,"STL_Carlsen","d6","d7d6","d7","d6","P","Black","r1bqkb1r/ppp2ppp/2np1n2/4p3/8/1P2PN2/PBPP1PPP/RN1QKB1R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,7,3,0,0,0,0,0,25,9,5,0,0,0,0,0,0,0,0,0,1,3,6,6,0,0,0,0,1,7,6,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",9,5,"STL_Xiong","d4","d2d4","d2","d4","P","White","r1bqkb1r/ppp2ppp/2np1n2/4p3/3P4/1P2PN2/PBP2PPP/RN1QKB1R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,6,3,1,0,0,0,0,25,8,5,1,0,0,0,0,0,0,0,0,1,3,6,6,0,0,0,0,1,7,6,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",10,5,"STL_Carlsen","e4","e5e4","e5","e4","P","Black","r1bqkb1r/ppp2ppp/2np1n2/8/3Pp3/1P2PN2/PBP2PPP/RN1QKB1R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,6,3,1,0,0,0,0,25,8,5,1,0,0,0,0,0,0,0,1,0,3,6,6,0,0,0,1,0,7,6,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",11,6,"STL_Xiong","Nfd2","f3d2","f3","d2","N","White","r1bqkb1r/ppp2ppp/2np1n2/8/3Pp3/1P2P3/PBPN1PPP/RN1QKB1R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,7,2,1,0,0,0,0,25,11,2,1,0,0,0,0,0,0,0,1,0,3,6,6,0,0,0,1,0,7,6,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4|Nfd2"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",12,6,"STL_Carlsen","d5","d6d5","d6","d5","P","Black","r1bqkb1r/ppp2ppp/2n2n2/3p4/3Pp3/1P2P3/PBPN1PPP/RN1QKB1R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,7,2,1,0,0,0,0,25,11,2,1,0,0,0,0,0,0,0,1,1,2,6,6,0,0,0,1,1,6,6,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4|Nfd2|d5"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",13,7,"STL_Xiong","c4","c2c4","c2","c4","P","White","r1bqkb1r/ppp2ppp/2n2n2/3p4/2PPp3/1P2P3/PB1N1PPP/RN1QKB1R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,6,2,2,0,0,0,0,25,10,2,2,0,0,0,0,0,0,0,1,1,2,6,6,0,0,0,1,1,6,6,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4|Nfd2|d5|c4"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",14,7,"STL_Carlsen","Ne7","c6e7","c6","e7","N","Black","r1bqkb1r/ppp1nppp/5n2/3p4/2PPp3/1P2P3/PB1N1PPP/RN1QKB1R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,6,2,2,0,0,0,0,25,10,2,2,0,0,0,0,0,0,0,1,1,1,7,6,0,0,0,1,1,3,9,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4|Nfd2|d5|c4|Ne7"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",15,8,"STL_Xiong","Be2","f1e2","f1","e2","B","White","r1bqkb1r/ppp1nppp/5n2/3p4/2PPp3/1P2P3/PB1NBPPP/RN1QK2R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,5,7,2,2,0,0,0,0,22,13,2,2,0,0,0,0,0,0,0,1,1,1,7,6,0,0,0,1,1,3,9,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4|Nfd2|d5|c4|Ne7|Be2"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",16,8,"STL_Carlsen","h5","h7h5","h7","h5","P","Black","r1bqkb1r/ppp1npp1/5n2/3p3p/2PPp3/1P2P3/PB1NBPPP/RN1QK2R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,5,7,2,2,0,0,0,0,22,13,2,2,0,0,0,0,0,0,0,1,2,1,6,6,0,0,0,1,2,3,8,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4|Nfd2|d5|c4|Ne7|Be2|h5"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",17,9,"STL_Xiong","Ba3","b2a3","b2","a3","B","White","r1bqkb1r/ppp1npp1/5n2/3p3p/2PPp3/BP2P3/P2NBPPP/RN1QK2R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,5,6,3,2,0,0,0,0,22,10,5,2,0,0,0,0,0,0,0,1,2,1,6,6,0,0,0,1,2,3,8,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4|Nfd2|d5|c4|Ne7|Be2|h5|Ba3"
"8fd48295-c155-40bb-9f29-a01c4e95fd7b",18,9,"STL_Carlsen","c6","c7c6","c7","c6","P","Black","r1bqkb1r/pp2npp1/2p2n2/3p3p/2PPp3/BP2P3/P2NBPPP/RN1QK2R",0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,5,6,3,2,0,0,0,0,22,10,5,2,0,0,0,0,0,0,0,1,2,2,5,6,0,0,0,1,2,4,7,25,"b3|e5|Bb2|Nc6|e3|Nf6|Nf3|d6|d4|e4|Nfd2|d5|c4|Ne7|Be2|h5|Ba3|c6"
